dataset_id,reference,species,notes,model,loglikelihood,ks_distance,diameter_min [mm],diameter_max [mm],functional_group2,t_ru0 [MPa],beta_t,shape,scale [MPa],sdlog,sigma_t0 [MPa],beta_sigmat,width [MPa]
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,lognormal,-191.08116090379053,0.15669608573327723,0.037133891,0.704497908,Grasses,33.000232306836175,-0.5524094565310279,NA,NA,0.5155674259862054,NA,NA,NA
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,normal_force,-205.86027819742708,0.1638050764519552,0.037133891,0.704497908,Grasses,29.88023756861347,-0.6353697295092653,NA,NA,NA,2.822175114719449,-2,NA
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,normal_scaled,-183.5738946520884,0.09929753451125678,0.037133891,0.704497908,Grasses,35.50127674066314,-0.47708318344315465,NA,NA,NA,13.666051039255008,-0.47708318344315465,NA
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,normal_strength,-184.61774411510896,0.10280455713668407,0.037133891,0.704497908,Grasses,33.17882184027169,-0.520782237224541,NA,NA,NA,27.51825981059412,0,NA
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,uniform,-194.2176820621567,0.2686219173691988,0.037133891,0.704497908,Grasses,26.425077927758036,-0.7806839813401224,NA,NA,NA,NA,NA,48.34615958701921
73,Burylo et al. (2012),Achnatherum calamagrostis,NA,weibull,-184.0964401703484,0.09838926617081795,0.037133891,0.704497908,Grasses,35.00742442871387,-0.4829384398130696,2.6990160706464343,NA,NA,NA,NA,NA
74,Burylo et al. (2012),Pinus nigra,NA,gamma,-132.31454196826888,0.16101518602087167,0.100941423,0.881276151,Conifers,13.531668737401512,-0.7330223496180523,3.005367558844824,NA,NA,NA,NA,NA
74,Burylo et al. (2012),Pinus nigra,NA,gumbel,-133.28561944491497,0.17170765121216033,0.100941423,0.881276151,Conifers,13.627896466633748,-0.7117380129666288,NA,5.983445938864638,NA,NA,NA,NA
74,Burylo et al. (2012),Pinus nigra,NA,logistic,-137.09021850446956,0.14782613140598577,0.100941423,0.881276151,Conifers,12.899507709564343,-0.7176897676929707,NA,4.628359521924014,NA,NA,NA,NA
74,Burylo et al. (2012),Pinus nigra,NA,lognormal,-131.53532702857612,0.1532088975626411,0.100941423,0.881276151,Conifers,13.697817420612008,-0.7241526262774463,NA,NA,0.5943607856310203,NA,NA,NA
74,Burylo et al. (2012),Pinus nigra,NA,normal_force,-150.78021579710025,0.15700369431951103,0.100941423,0.881276151,Conifers,16.470553050370324,-0.5042008125932764,NA,NA,NA,2.5825501271090037,-2,NA
74,Burylo et al. (2012),Pinus nigra,NA,normal_scaled,-137.74558139553952,0.16137041817448453,0.100941423,0.881276151,Conifers,12.696056762670597,-0.784534705062194,NA,NA,NA,7.731511915420043,-0.784534705062194,NA
74,Burylo et al. (2012),Pinus nigra,NA,normal_strength,-143.95235236818738,0.11014429510213553,0.100941423,0.881276151,Conifers,7.448104841318896,-1.110440179265967,NA,NA,NA,25.145670553495396,0,NA
74,Burylo et al. (2012),Pinus nigra,NA,uniform,-134.32008719795135,0.3394471532126371,0.100941423,0.881276151,Conifers,13.39801762799606,-1.0532187660086776,NA,NA,NA,NA,NA,20.458607006329725
74,Burylo et al. (2012),Pinus nigra,NA,weibull,-133.41206505307844,0.1471630762830738,0.100941423,0.881276151,Conifers,13.21087887935079,-0.7579027545997594,1.7657704266647052,NA,NA,NA,NA,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,gamma,-140.8720317306541,0.09857311289708623,0.064853556,0.613493724,Broadleaves,5.224129874800705,-1.1655303365916312,5.1352481623107655,NA,NA,NA,NA,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,gumbel,-140.98547211561245,0.10427469276635962,0.064853556,0.613493724,Broadleaves,5.23859283276309,-1.161031995544169,NA,1.835761055780438,NA,NA,NA,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,logistic,-143.60571914828927,0.09510609419149188,0.064853556,0.613493724,Broadleaves,4.921248965866919,-1.1785997296091049,NA,1.26672982827754,NA,NA,NA,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,lognormal,-140.71013623086526,0.1177497245011796,0.064853556,0.613493724,Broadleaves,5.239523612590546,-1.1651876759918174,NA,NA,0.4537601740995552,NA,NA,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,normal_force,-152.20646099560562,0.13498500262168267,0.064853556,0.613493724,Broadleaves,6.0448404110664,-1.0501321897558598,NA,NA,NA,0.856764579447895,-2,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,normal_scaled,-144.3069335010281,0.1066269116420605,0.064853556,0.613493724,Broadleaves,5.224549737723823,-1.1654761016508797,NA,NA,NA,2.3692622172795854,-1.1654761016508797,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,normal_strength,-159.17602373939368,0.17218263075927376,0.064853556,0.613493724,Broadleaves,4.245780877209832,-1.2842623182385842,NA,NA,NA,20.138183342927203,0,NA
75,Burylo et al. (2012),Robinia pseudoacacia,NA,uniform,-144.26915855550328,0.3408763045723838,0.064853556,0.613493724,Broadleaves,6.622960525416992,-1.179835886104919,NA,NA,NA,NA,NA,9.575324538417773
75,Burylo et al. (2012),Robinia pseudoacacia,NA,weibull,-142.33089444374824,0.09165002270343914,0.064853556,0.613493724,Broadleaves,5.244777541189552,-1.1647927136269114,2.3440776697478074,NA,NA,NA,NA,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,gamma,-98.635804509114,0.09241275925183612,0.419761273,1.179708223,Forbs,8.90930741938441,-0.6788414451191924,7.561109742546458,NA,NA,NA,NA,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,gumbel,-99.30983011380926,0.10691392209970768,0.419761273,1.179708223,Forbs,9.008857884931066,-0.6747498594132314,NA,2.78209584462535,NA,NA,NA,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,logistic,-99.51776869560882,0.07643739669820282,0.419761273,1.179708223,Forbs,8.824852467946133,-0.6729679621795922,NA,1.801761783351042,NA,NA,NA,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,lognormal,-99.44579808860823,0.11728832202351214,0.419761273,1.179708223,Forbs,8.999010960813989,-0.6656719003103261,NA,NA,0.3804690060258871,NA,NA,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,normal_force,-101.94098224988679,0.0747168284168774,0.419761273,1.179708223,Forbs,8.407598823711258,-0.8518717020913175,NA,NA,NA,2.0148099751295243,-2,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,normal_scaled,-99.05423650317078,0.08344836599161642,0.419761273,1.179708223,Forbs,8.835266780104629,-0.6999155195990782,NA,NA,NA,3.1068780703941403,-0.6999155195990782,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,normal_strength,-100.03464809629024,0.11206563328226216,0.419761273,1.179708223,Forbs,9.43151374430649,-0.546285613808587,NA,NA,NA,4.217296443515018,0,NA
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,uniform,-97.73875841281306,0.21153646501096401,0.419761273,1.179708223,Forbs,10.618352579663346,-0.49265218427797386,NA,NA,NA,NA,NA,13.425633737415534
80,Chen et al. (2022),Ophiopogon bodinieri,upslope,weibull,-98.63690810551296,0.0780875946716223,0.419761273,1.179708223,Forbs,8.844889031154096,-0.6995750907747286,3.088984271956024,NA,NA,NA,NA,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,gamma,-138.07084464557374,0.1357892248945326,0.459549072,1.5,Forbs,9.00454173799438,-1.473354058453817,9.080192459940044,NA,NA,NA,NA,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,gumbel,-140.28360683221507,0.13707537039506412,0.459549072,1.5,Forbs,9.238197317609083,-1.4144913271856825,NA,2.7637129841651165,NA,NA,NA,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,logistic,-135.09921240044392,0.0710439468701795,0.459549072,1.5,Forbs,9.073378628309431,-1.588540562250766,NA,1.5234679722055429,NA,NA,NA,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,lognormal,-141.23969795347716,0.15487681429056632,0.459549072,1.5,Forbs,9.102488422921462,-1.4250039081171078,NA,NA,0.3584292138226689,NA,NA,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,normal_force,-133.63138099896167,0.0756028490567055,0.459549072,1.5,Forbs,8.979849889381864,-1.5588371781854768,NA,NA,NA,2.5748449975970824,-2,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,normal_scaled,-134.65946061426774,0.08194578624898252,0.459549072,1.5,Forbs,8.94890826450557,-1.5928131284302574,NA,NA,NA,2.6837319165497875,-1.5928131284302574,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,normal_strength,-144.41116535421284,0.11059473449849255,0.459549072,1.5,Forbs,9.42859000849196,-1.1284495478255854,NA,NA,NA,3.5090393364160453,0,NA
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,uniform,-137.0532339287922,0.1914221951802017,0.459549072,1.5,Forbs,8.277559927775114,-1.9165010675501573,NA,NA,NA,NA,NA,11.389420802227956
81,Chen et al. (2022),Ophiopogon bodinieri,midslope,weibull,-134.15341932756155,0.08635018273333961,0.459549072,1.5,Forbs,8.937009755188875,-1.6311036010856172,3.8322374760510987,NA,NA,NA,NA,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,gamma,-145.32530713624743,0.052475389241902315,0.658488064,1.309018568,Forbs,7.944007990602656,-1.2479848170151675,7.797871522294532,NA,NA,NA,NA,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,gumbel,-146.38883296177286,0.06133381573162783,0.658488064,1.309018568,Forbs,8.038934832514078,-1.2653064369060758,NA,2.465812560698651,NA,NA,NA,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,logistic,-146.13750265824774,0.0658290007659208,0.658488064,1.309018568,Forbs,7.862094501213399,-1.1918464959597355,NA,1.5719803546024556,NA,NA,NA,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,lognormal,-147.38128266806768,0.06993313064383383,0.658488064,1.309018568,Forbs,7.97372745335475,-1.2861804509007466,NA,NA,0.3790340695958101,NA,NA,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,normal_force,-147.19216908470023,0.06674363668290517,0.658488064,1.309018568,Forbs,7.95010668122438,-1.2337443447245489,NA,NA,NA,2.6701355743181,-2,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,normal_scaled,-145.18455237849412,0.07779196333446992,0.658488064,1.309018568,Forbs,7.965064026953776,-1.2096376727194742,NA,NA,NA,2.7224918734665313,-1.2096376727194742,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,normal_strength,-147.81462397895575,0.07950217976880654,0.658488064,1.309018568,Forbs,7.847980940736507,-1.3494510822281736,NA,NA,NA,3.094385890049835,0,NA
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,uniform,-146.41827592700344,0.14466448560259368,0.658488064,1.309018568,Forbs,7.940261898251547,-1.2446074908949445,NA,NA,NA,NA,NA,11.465775319606301
82,Chen et al. (2022),Ophiopogon bodinieri,downslope,weibull,-144.74937967441255,0.07537969459593297,0.658488064,1.309018568,Forbs,7.966583669398362,-1.2147387049747407,3.1861303032837167,NA,NA,NA,NA,NA
83,Chen et al. (2022),Vicia villosa,upslope,gamma,-17.342482343447983,0.12456685976346193,0.151088348,2.058898848,Forbs,1.146582027357464,-0.7362066009183607,7.545580262063304,NA,NA,NA,NA,NA
83,Chen et al. (2022),Vicia villosa,upslope,gumbel,-18.24072346400084,0.13226520121343482,0.151088348,2.058898848,Forbs,1.1825149155463521,-0.7324150137256247,NA,0.3860738490542613,NA,NA,NA,NA
83,Chen et al. (2022),Vicia villosa,upslope,logistic,-14.830900558582266,0.0849752505163287,0.151088348,2.058898848,Forbs,1.1617894171959458,-0.7519259170354587,NA,0.2041014138825424,NA,NA,NA,NA
83,Chen et al. (2022),Vicia villosa,upslope,lognormal,-19.67369496449404,0.15594541318187533,0.151088348,2.058898848,Forbs,1.1645139164842266,-0.7344994810206387,NA,NA,0.4070749380615127,NA,NA,NA
83,Chen et al. (2022),Vicia villosa,upslope,normal_force,-23.260492001999307,0.1729699886856717,0.151088348,2.058898848,Forbs,1.0378667344759924,-0.38138040130587475,NA,NA,NA,0.3756207584065943,-2,NA
83,Chen et al. (2022),Vicia villosa,upslope,normal_scaled,-14.573337582872728,0.08395726079589072,0.151088348,2.058898848,Forbs,1.1456289021756771,-0.7398776611750107,NA,NA,NA,0.3581870259973033,-0.7398776611750107,NA
83,Chen et al. (2022),Vicia villosa,upslope,normal_strength,-21.38443152239583,0.12252328327365325,0.151088348,2.058898848,Forbs,1.2245087813437652,-0.6489452833996393,NA,NA,NA,0.5507576530393264,0,NA
83,Chen et al. (2022),Vicia villosa,upslope,uniform,-12.33655880998554,0.25298845566611305,0.151088348,2.058898848,Forbs,1.0184270844742231,-0.662386525087038,NA,NA,NA,NA,NA,1.3824161578254965
83,Chen et al. (2022),Vicia villosa,upslope,weibull,-14.414921818286569,0.08882914321824231,0.151088348,2.058898848,Forbs,1.1457524999823312,-0.7386023282717956,3.7221896657917406,NA,NA,NA,NA,NA
84,Chen et al. (2022),Vicia villosa,midslope,gamma,-42.97281213633779,0.11828108193093534,0.138284251,1.349551857,Forbs,1.8702093454911772,-0.11325377438079905,1.0648225558722797,NA,NA,NA,NA,NA
84,Chen et al. (2022),Vicia villosa,midslope,gumbel,-48.10729331859126,0.1691138960061806,0.138284251,1.349551857,Forbs,1.8048708690121065,-0.08065568772650716,NA,1.2002297067254313,NA,NA,NA,NA
84,Chen et al. (2022),Vicia villosa,midslope,logistic,-52.84618091302052,0.19184343079242952,0.138284251,1.349551857,Forbs,1.5858023902714748,-0.07498087600670608,NA,1.0281374003186645,NA,NA,NA,NA
84,Chen et al. (2022),Vicia villosa,midslope,lognormal,-42.7246994834118,0.1018574144861546,0.138284251,1.349551857,Forbs,1.9781569927446088,-0.14497105153112744,NA,NA,1.1141246496999897,NA,NA,NA
84,Chen et al. (2022),Vicia villosa,midslope,normal_force,-77.3566716638506,0.2889896572917148,0.138284251,1.349551857,Forbs,1.5081034527648025,-0.8102451402649337,NA,NA,NA,1.0136868424149066,-2,NA
84,Chen et al. (2022),Vicia villosa,midslope,normal_scaled,-53.375103671449835,0.23060235528623463,0.138284251,1.349551857,Forbs,1.7641956624982982,-0.1846766214579448,NA,NA,NA,1.7552720771322687,-0.1846766214579448,NA
84,Chen et al. (2022),Vicia villosa,midslope,normal_strength,-53.87696446326756,0.23424228620054005,0.138284251,1.349551857,Forbs,1.8946843755334946,-0.09830708610021476,NA,NA,NA,2.0878608922722277,0,NA
84,Chen et al. (2022),Vicia villosa,midslope,uniform,-51.54552599244497,0.4741709601289492,0.138284251,1.349551857,Forbs,2.9094751357324653,-0.40903394900441414,NA,NA,NA,NA,NA,5.595530568060211
84,Chen et al. (2022),Vicia villosa,midslope,weibull,-42.99987327655137,0.11407916837957488,0.138284251,1.349551857,Forbs,1.8699759477810027,-0.1138158626476749,1.013681329752135,NA,NA,NA,NA,NA
85,Chen et al. (2022),Vicia villosa,downslope,gamma,-32.58791646623226,0.0915098187659712,0.261203585,1.628681178,Forbs,1.8651889619284492,0.5062316497526035,2.2319530855672656,NA,NA,NA,NA,NA
85,Chen et al. (2022),Vicia villosa,downslope,gumbel,-33.57415418736846,0.09203297935190291,0.261203585,1.628681178,Forbs,1.8468214843486819,0.5348070892357706,NA,0.9057495668418403,NA,NA,NA,NA
85,Chen et al. (2022),Vicia villosa,downslope,logistic,-36.59175765880519,0.12319887065062723,0.261203585,1.628681178,Forbs,1.6742400289790846,0.4549086124048955,NA,0.6622269884074822,NA,NA,NA,NA
85,Chen et al. (2022),Vicia villosa,downslope,lognormal,-32.3477487431773,0.12785363092482394,0.261203585,1.628681178,Forbs,1.9967709512897491,0.629444559014533,NA,NA,0.7139594180305361,NA,NA,NA
85,Chen et al. (2022),Vicia villosa,downslope,normal_force,-48.113067686173764,0.13602587660476845,0.261203585,1.628681178,Forbs,1.8339341910791014,0.8835497625179135,NA,NA,NA,0.6435722882033583,-2,NA
85,Chen et al. (2022),Vicia villosa,downslope,normal_scaled,-38.13758697093843,0.127060973280239,0.261203585,1.628681178,Forbs,1.690353104331687,0.2610259301269819,NA,NA,NA,1.1755501322023434,0.2610259301269819,NA
85,Chen et al. (2022),Vicia villosa,downslope,normal_strength,-36.560519183460784,0.14742994881690813,0.261203585,1.628681178,Forbs,1.9077301714098527,0.592832345511751,NA,NA,NA,0.9873164050228052,0,NA
85,Chen et al. (2022),Vicia villosa,downslope,uniform,-35.52248783275836,0.2874524080297351,0.261203585,1.628681178,Forbs,2.032326959554083,-0.25899028075348857,NA,NA,NA,NA,NA,3.5018551274564356
85,Chen et al. (2022),Vicia villosa,downslope,weibull,-33.22226730258284,0.10595395489421833,0.261203585,1.628681178,Forbs,1.8141207061854032,0.4269405346056337,1.5167395046673786,NA,NA,NA,NA,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,gamma,-123.13572528352574,0.05468051816552755,0.183050847,1.811864407,Broadleaves,14.031222583638641,-0.6744930417854095,31.620315652890007,NA,NA,NA,NA,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,gumbel,-126.08609307006768,0.09226372614698541,0.183050847,1.811864407,Broadleaves,14.002459976908028,-0.715359431924189,NA,2.3389029324788213,NA,NA,NA,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,logistic,-123.48804953152319,0.05819621663714514,0.183050847,1.811864407,Broadleaves,14.168412198805413,-0.6543266414441707,NA,1.4275776263110795,NA,NA,NA,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,lognormal,-123.81914235843396,0.07090245707572085,0.183050847,1.811864407,Broadleaves,13.993746275669771,-0.6858745609306479,NA,NA,0.18128541996092049,NA,NA,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,normal_force,-146.30756044553007,0.15262387771102315,0.183050847,1.811864407,Broadleaves,14.073723841563186,-0.6602251620806996,NA,NA,NA,2.7256988884102666,-2,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,normal_scaled,-122.32236169072277,0.06257791011492864,0.183050847,1.811864407,Broadleaves,14.10169638012969,-0.6568392471881181,NA,NA,NA,2.4403467566047947,-0.6568392471881181,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,normal_strength,-123.63842910020487,0.07198142589373313,0.183050847,1.811864407,Broadleaves,13.491431092529655,-0.7583321984597472,NA,NA,NA,3.0170958020156378,0,NA
91,Ji et al. (2021),Robinia pseudoacacia,NA,uniform,-121.3601274349846,0.15152539731878073,0.183050847,1.811864407,Broadleaves,13.801533349409958,-0.6309831238745269,NA,NA,NA,NA,NA,9.961576292060343
91,Ji et al. (2021),Robinia pseudoacacia,NA,weibull,-121.95532284025776,0.05709830774001612,0.183050847,1.811864407,Broadleaves,14.160423637951949,-0.6436084125228698,6.672608462814579,NA,NA,NA,NA,NA
92,Ji et al. (2021),Syranga oblata,NA,gamma,-127.59975431728685,0.06075819510425412,0.205084746,1.466101695,Shrubs,15.641380307671236,-0.5671253236344371,18.94483615197223,NA,NA,NA,NA,NA
92,Ji et al. (2021),Syranga oblata,NA,gumbel,-129.15526896096526,0.1021499724098725,0.205084746,1.466101695,Shrubs,15.357235209391137,-0.6111326026202838,NA,3.1793191950850366,NA,NA,NA,NA
92,Ji et al. (2021),Syranga oblata,NA,logistic,-128.1296068059053,0.07631631897665703,0.205084746,1.466101695,Shrubs,15.826718725933377,-0.5409920507896839,NA,2.062812488601167,NA,NA,NA,NA
92,Ji et al. (2021),Syranga oblata,NA,lognormal,-128.13689452214976,0.08254325247315897,0.205084746,1.466101695,Shrubs,15.464284139852731,-0.5866500700305534,NA,NA,0.23476252798756161,NA,NA,NA
92,Ji et al. (2021),Syranga oblata,NA,normal_force,-151.66091030837794,0.2047494175477415,0.205084746,1.466101695,Shrubs,15.768187407652464,-0.5543783379421561,NA,NA,NA,2.5348747417673456,-2,NA
92,Ji et al. (2021),Syranga oblata,NA,normal_scaled,-127.45263991518442,0.08437365127366842,0.205084746,1.466101695,Shrubs,15.901917588300948,-0.5410591106654276,NA,NA,NA,3.576087193060422,-0.5410591106654276,NA
92,Ji et al. (2021),Syranga oblata,NA,normal_strength,-128.02713015866107,0.06940855954640035,0.205084746,1.466101695,Shrubs,15.046099332472766,-0.6174194487565088,NA,NA,NA,5.100438266127758,0,NA
92,Ji et al. (2021),Syranga oblata,NA,uniform,-137.4125718355295,0.3284323148016496,0.205084746,1.466101695,Shrubs,16.173570995599675,-0.8076891668392826,NA,NA,NA,NA,NA,15.833373124567787
92,Ji et al. (2021),Syranga oblata,NA,weibull,-127.8854272120267,0.10285000609339195,0.205084746,1.466101695,Shrubs,16.005725916266623,-0.5294701902698049,4.886187573463007,NA,NA,NA,NA,NA
93,Ji et al. (2021),Vitex negundo,NA,gamma,-121.97305335209057,0.07856116573930727,0.186440678,1.293220339,Shrubs,18.92857531098948,-0.4754397843250669,29.01570044403763,NA,NA,NA,NA,NA
93,Ji et al. (2021),Vitex negundo,NA,gumbel,-121.12061288033789,0.07618053091909997,0.186440678,1.293220339,Shrubs,18.61745255237149,-0.4987405796653225,NA,2.834179684968401,NA,NA,NA,NA
93,Ji et al. (2021),Vitex negundo,NA,logistic,-124.24841669546917,0.09838505643262116,0.186440678,1.293220339,Shrubs,18.707842137096417,-0.4738410515720433,NA,2.1045399290336264,NA,NA,NA,NA
93,Ji et al. (2021),Vitex negundo,NA,lognormal,-121.617860236056,0.07631941906936429,0.186440678,1.293220339,Shrubs,18.81047848072236,-0.48470750351840336,NA,NA,0.18510392657946206,NA,NA,NA
93,Ji et al. (2021),Vitex negundo,NA,normal_force,-138.77207050077274,0.1856598736114134,0.186440678,1.293220339,Shrubs,16.79653241640717,-0.7449423826473942,NA,NA,NA,1.9311731309753717,-2,NA
93,Ji et al. (2021),Vitex negundo,NA,normal_scaled,-123.07781906879417,0.10942379313985795,0.186440678,1.293220339,Shrubs,19.244428540879497,-0.4502130209461382,NA,NA,NA,3.6277262166787834,-0.4502130209461382,NA
93,Ji et al. (2021),Vitex negundo,NA,normal_strength,-122.06142858574887,0.11387178120950975,0.186440678,1.293220339,Shrubs,20.008906553527968,-0.39939787251955133,NA,NA,NA,4.750118100885996,0,NA
93,Ji et al. (2021),Vitex negundo,NA,uniform,-117.21699563039945,0.19744208776621175,0.186440678,1.293220339,Shrubs,20.568926438806475,-0.45165839119365236,NA,NA,NA,NA,NA,12.983154235253878
93,Ji et al. (2021),Vitex negundo,NA,weibull,-124.39480979783787,0.1165159858552346,0.186440678,1.293220339,Shrubs,19.74164353944374,-0.4094684455451782,5.67336591749436,NA,NA,NA,NA,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,gamma,-88.51156598665736,0.09450526519068347,0.298546327,1.849632404,Grasses,17.88893665532848,-0.8807032776710353,9.238618949120491,NA,NA,NA,NA,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,gumbel,-87.83738061077693,0.10094302893843682,0.298546327,1.849632404,Grasses,17.997146019618416,-0.7819708209520628,NA,4.60884082427794,NA,NA,NA,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,logistic,-90.0494370219705,0.13299742024450567,0.298546327,1.849632404,Grasses,17.37408673523585,-0.9215760687059483,NA,3.3754303054868275,NA,NA,NA,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,lognormal,-87.9414058466325,0.0881691355107006,0.298546327,1.849632404,Grasses,18.054571420012802,-0.8058582742268385,NA,NA,0.32798538919616627,NA,NA,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,normal_force,-89.49023459748805,0.11283413143942811,0.298546327,1.849632404,Grasses,18.0074270129204,-0.8374949216004961,NA,NA,NA,5.024176063973624,-2,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,normal_scaled,-89.77822639787824,0.14596348580311225,0.298546327,1.849632404,Grasses,17.657551124948196,-0.9885608138944472,NA,NA,NA,5.854221664282311,-0.9885608138944472,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,normal_strength,-108.41960412398859,0.19988096057170085,0.298546327,1.849632404,Grasses,15.820642182554106,-1.0942163972143395,NA,NA,NA,13.4180707282851,0,NA
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,uniform,-86.6463925759288,0.09689583143691521,0.298546327,1.849632404,Grasses,17.560142154213853,-1.1007209910288327,NA,NA,NA,NA,NA,21.2070789923214
94,Kamchoom et al. (2022),Cynodon dactylon,2 months age,weibull,-89.57028727261735,0.13730239448618015,0.298546327,1.849632404,Grasses,17.65160367235062,-1.0007044594854635,3.2661956387816447,NA,NA,NA,NA,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,gamma,-76.5235098052625,0.1057407742580706,0.300348536,1.798978311,Grasses,25.239084499407095,-0.727192819422375,28.91864068912522,NA,NA,NA,NA,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,gumbel,-76.74714681175928,0.104604283701202,0.300348536,1.798978311,Grasses,25.52952121109312,-0.6638617238342752,NA,4.070450765256597,NA,NA,NA,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,logistic,-77.26041932245484,0.09846006883192848,0.300348536,1.798978311,Grasses,25.103953067331172,-0.7404667012049285,NA,2.7163732516895394,NA,NA,NA,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,lognormal,-76.54076583020378,0.11076840213998795,0.300348536,1.798978311,Grasses,25.300024825581044,-0.7117213320703697,NA,NA,0.18716031160625096,NA,NA,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,normal_force,-79.21890034877953,0.13486846907555605,0.300348536,1.798978311,Grasses,24.94910782346618,-0.5906504832742445,NA,NA,NA,4.28114953836053,-2,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,normal_scaled,-76.71147057196457,0.09272000984120532,0.300348536,1.798978311,Grasses,25.15321020506032,-0.7508276021371835,NA,NA,NA,4.657829189593194,-0.7508276021371835,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,normal_strength,-82.842200696360493,0.1572409856235903,0.300348536,1.798978311,Grasses,23.56123469212188,-0.8936287499645376,NA,NA,NA,6.650882114380734,0,NA
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,uniform,-74.54629797993226,0.1263447179813213,0.300348536,1.798978311,Grasses,24.896527469286475,-0.8120278734817995,NA,NA,NA,NA,NA,17.49361320529839
95,Kamchoom et al. (2022),Cynodon dactylon,4 months age,weibull,-77.16550826836581,0.09561568074904836,0.300348536,1.798978311,Grasses,25.05141833625696,-0.7721607288876995,5.921485059760812,NA,NA,NA,NA,NA
96,Kamchoom et al. (2022),Cynodon dactylon,6 months age,gamma,-81.82373991171823,0.08006411339749173,0.30004926,1.750023756,Grasses,23.554376851084314,-0.6432694360034353,32.94264923421205,NA,NA,NA,NA,NA
96,Kamchoom et al. (2022),Cynodon dactylon,6 months age,gumbel,-81.24405503943768,0.08637148602784973,0.30004926,1.750023756,Grasses,23.549317680527405,-0.6075484388542083,NA,3.3891202486114245,NA,NA,NA,NA
96,Kamchoom et al. (2022),Cynodon dactylon,6 months age,logistic,-82.99809621977268,0.07872817671719107,0.30004926,1.750023756,Grasses,23.285361044947056,-0.6402332608191594,NA,2.3964732301150176,NA,NA,NA,NA
96,Kamchoom et al. (2022),Cynodon dactylon,6 months age,lognormal,-81.5695335747414,0.08254737135688942,0.30004926,1.750023756,Grasses,23.550221304073602,-0.6337165203960682,NA,NA,0.1735844187840373,NA,NA,NA
